user_id,song_id,created_at,updated_at
15984,5759,2025-06-09T01:23:18.627275,2025-06-25T13:15:59.915987
15984,2489,2025-06-09T01:23:18.627275,2025-06-25T13:15:59.915987
15984,77025,2025-06-09T01:23:18.627275,2025-06-25T13:15:59.915987
15984,3936,2025-06-09T01:23:18.627275,2025-06-25T13:15:59.915987
40355,14737,2023-08-26T02:50:38.754697,2024-05-14T22:56:25.113615
40355,78240,2023-08-26T02:50:38.754697,2024-05-14T22:56:25.113615
40355,23859,2023-08-26T02:50:38.754697,2024-05-14T22:56:25.113615
40355,81387,2023-08-26T02:50:38.754697,2024-05-14T22:56:25.113615
40355,93017,2023-08-26T02:50:38.754697,2024-05-14T22:56:25.113615
10834,31564,2024-09-04T17:19:27.972194,2025-05-17T02:38:16.860056
10834,52005,2024-09-04T17:19:27.972194,2025-05-17T02:38:16.860056
10834,23378,2024-09-04T17:19:27.972194,2025-05-17T02:38:16.860056
10834,84583,2024-09-04T17:19:27.972194,2025-05-17T02:38:16.860056
10834,8597,2024-09-04T17:19:27.972194,2025-05-17T02:38:16.860056
21863,84219,2025-05-07T14:11:01.204223,2025-05-20T22:00:06.904658
21863,6042,2025-05-07T14:11:01.204223,2025-05-20T22:00:06.904658
21863,49916,2025-05-07T14:11:01.204223,2025-05-20T22:00:06.904658
21863,23305,2025-05-07T14:11:01.204223,2025-05-20T22:00:06.904658
21863,71026,2025-05-07T14:11:01.204223,2025-05-20T22:00:06.904658
97823,51289,2023-11-03T05:30:56.758859,2025-01-11T23:06:37.691322
97823,64116,2023-11-03T05:30:56.758859,2025-01-11T23:06:37.691322
97823,80126,2023-11-03T05:30:56.758859,2025-01-11T23:06:37.691322
97823,80879,2023-11-03T05:30:56.758859,2025-01-11T23:06:37.691322
97823,32785,2023-11-03T05:30:56.758859,2025-01-11T23:06:37.691322
11916,48258,2025-04-24T03:12:33.824606,2025-04-28T23:40:10.850239
11916,61697,2025-04-24T03:12:33.824606,2025-04-28T23:40:10.850239
11916,54057,2025-04-24T03:12:33.824606,2025-04-28T23:40:10.850239
11916,84351,2025-04-24T03:12:33.824606,2025-04-28T23:40:10.850239
11916,87309,2025-04-24T03:12:33.824606,2025-04-28T23:40:10.850239
26314,675,2023-12-15T21:28:55.571702,2024-08-20T12:20:58.621228
26314,45216,2023-12-15T21:28:55.571702,2024-08-20T12:20:58.621228
26314,77457,2023-12-15T21:28:55.571702,2024-08-20T12:20:58.621228
26314,54797,2023-12-15T21:28:55.571702,2024-08-20T12:20:58.621228
26314,78780,2023-12-15T21:28:55.571702,2024-08-20T12:20:58.621228
63237,17729,2024-02-01T08:52:47.400018,2024-05-25T17:43:46.811682
63237,60146,2024-02-01T08:52:47.400018,2024-05-25T17:43:46.811682
63237,10285,2024-02-01T08:52:47.400018,2024-05-25T17:43:46.811682
63237,63581,2024-02-01T08:52:47.400018,2024-05-25T17:43:46.811682
63237,84351,2024-02-01T08:52:47.400018,2024-05-25T17:43:46.811682
20475,46709,2023-09-02T02:29:15.679836,2023-12-22T18:38:25.769312
20475,83822,2023-09-02T02:29:15.679836,2023-12-22T18:38:25.769312
20475,74785,2023-09-02T02:29:15.679836,2023-12-22T18:38:25.769312
20475,65610,2023-09-02T02:29:15.679836,2023-12-22T18:38:25.769312
20475,87421,2023-09-02T02:29:15.679836,2023-12-22T18:38:25.769312
56037,92469,2023-10-26T15:24:09.251062,2024-11-13T19:53:19.089354
56037,10285,2023-10-26T15:24:09.251062,2024-11-13T19:53:19.089354
56037,34694,2023-10-26T15:24:09.251062,2024-11-13T19:53:19.089354
56037,76487,2023-10-26T15:24:09.251062,2024-11-13T19:53:19.089354
56037,16618,2023-10-26T15:24:09.251062,2024-11-13T19:53:19.089354
96562,52005,2025-06-18T03:54:21.441627,2025-08-16T15:05:27.301808
96562,97711,2025-06-18T03:54:21.441627,2025-08-16T15:05:27.301808
96562,42240,2025-06-18T03:54:21.441627,2025-08-16T15:05:27.301808
96562,86436,2025-06-18T03:54:21.441627,2025-08-16T15:05:27.301808
96562,55921,2025-06-18T03:54:21.441627,2025-08-16T15:05:27.301808
85444,66039,2024-09-16T09:51:04.449893,2024-12-10T21:39:31.262244
85444,6593,2024-09-16T09:51:04.449893,2024-12-10T21:39:31.262244
85444,9412,2024-09-16T09:51:04.449893,2024-12-10T21:39:31.262244
85444,8592,2024-09-16T09:51:04.449893,2024-12-10T21:39:31.262244
85444,71186,2024-09-16T09:51:04.449893,2024-12-10T21:39:31.262244
86661,86137,2023-10-26T12:21:34.959363,2024-05-01T17:58:33.716931
86661,75387,2023-10-26T12:21:34.959363,2024-05-01T17:58:33.716931
86661,89519,2023-10-26T12:21:34.959363,2024-05-01T17:58:33.716931
86661,27955,2023-10-26T12:21:34.959363,2024-05-01T17:58:33.716931
86661,31202,2023-10-26T12:21:34.959363,2024-05-01T17:58:33.716931
294,63067,2025-06-27T02:20:03.221678,2025-07-15T15:26:10.288506
294,16554,2025-06-27T02:20:03.221678,2025-07-15T15:26:10.288506
294,77077,2025-06-27T02:20:03.221678,2025-07-15T15:26:10.288506
294,65610,2025-06-27T02:20:03.221678,2025-07-15T15:26:10.288506
294,81644,2025-06-27T02:20:03.221678,2025-07-15T15:26:10.288506
83220,28098,2025-01-04T23:02:57.544770,2025-05-15T00:16:11.164556
83220,97930,2025-01-04T23:02:57.544770,2025-05-15T00:16:11.164556
83220,13814,2025-01-04T23:02:57.544770,2025-05-15T00:16:11.164556
83220,81666,2025-01-04T23:02:57.544770,2025-05-15T00:16:11.164556
83220,30137,2025-01-04T23:02:57.544770,2025-05-15T00:16:11.164556
97863,26832,2025-01-16T09:03:07.998593,2025-06-13T03:16:11.267291
97863,5177,2025-01-16T09:03:07.998593,2025-06-13T03:16:11.267291
97863,4767,2025-01-16T09:03:07.998593,2025-06-13T03:16:11.267291
97863,10607,2025-01-16T09:03:07.998593,2025-06-13T03:16:11.267291
97863,56851,2025-01-16T09:03:07.998593,2025-06-13T03:16:11.267291
83518,54499,2024-07-09T02:12:42.634993,2024-12-11T16:05:08.401887
83518,11375,2024-07-09T02:12:42.634993,2024-12-11T16:05:08.401887
83518,95791,2024-07-09T02:12:42.634993,2024-12-11T16:05:08.401887
83518,42348,2024-07-09T02:12:42.634993,2024-12-11T16:05:08.401887
83518,29204,2024-07-09T02:12:42.634993,2024-12-11T16:05:08.401887
77611,24448,2024-05-26T17:35:09.855260,2025-07-10T02:44:14.738240
77611,34238,2024-05-26T17:35:09.855260,2025-07-10T02:44:14.738240
77611,67175,2024-05-26T17:35:09.855260,2025-07-10T02:44:14.738240
77611,30205,2024-05-26T17:35:09.855260,2025-07-10T02:44:14.738240
77611,44736,2024-05-26T17:35:09.855260,2025-07-10T02:44:14.738240
83624,60729,2023-09-05T01:26:08.282557,2023-10-23T00:48:06.420060
83624,30137,2023-09-05T01:26:08.282557,2023-10-23T00:48:06.420060
83624,11375,2023-09-05T01:26:08.282557,2023-10-23T00:48:06.420060
83624,30212,2023-09-05T01:26:08.282557,2023-10-23T00:48:06.420060
83624,39283,2023-09-05T01:26:08.282557,2023-10-23T00:48:06.420060
20336,87536,2024-12-12T12:26:28.829706,2024-12-30T17:00:35.893086
20336,41483,2024-12-12T12:26:28.829706,2024-12-30T17:00:35.893086
20336,67896,2024-12-12T12:26:28.829706,2024-12-30T17:00:35.893086
20336,42813,2024-12-12T12:26:28.829706,2024-12-30T17:00:35.893086
20336,59884,2024-12-12T12:26:28.829706,2024-12-30T17:00:35.893086
44336,7677,2023-09-03T12:30:59.831476,2025-05-01T00:42:41.257477
44336,69796,2023-09-03T12:30:59.831476,2025-05-01T00:42:41.257477
44336,93577,2023-09-03T12:30:59.831476,2025-05-01T00:42:41.257477
44336,998,2023-09-03T12:30:59.831476,2025-05-01T00:42:41.257477
44336,64163,2023-09-03T12:30:59.831476,2025-05-01T00:42:41.257477
84453,5110,2024-11-07T02:02:25.073483,2025-07-15T04:39:34.473162
84453,55128,2024-11-07T02:02:25.073483,2025-07-15T04:39:34.473162
84453,87421,2024-11-07T02:02:25.073483,2025-07-15T04:39:34.473162
84453,27635,2024-11-07T02:02:25.073483,2025-07-15T04:39:34.473162
84453,47117,2024-11-07T02:02:25.073483,2025-07-15T04:39:34.473162
26441,38537,2023-12-27T07:37:03.666437,2025-02-15T01:57:03.442565
26441,18977,2023-12-27T07:37:03.666437,2025-02-15T01:57:03.442565
26441,52412,2023-12-27T07:37:03.666437,2025-02-15T01:57:03.442565
26441,61697,2023-12-27T07:37:03.666437,2025-02-15T01:57:03.442565
26441,42173,2023-12-27T07:37:03.666437,2025-02-15T01:57:03.442565
25706,89087,2024-04-16T12:30:02.295891,2024-11-18T07:14:00.049750
25706,88628,2024-04-16T12:30:02.295891,2024-11-18T07:14:00.049750
25706,28468,2024-04-16T12:30:02.295891,2024-11-18T07:14:00.049750
25706,53800,2024-04-16T12:30:02.295891,2024-11-18T07:14:00.049750
25706,65019,2024-04-16T12:30:02.295891,2024-11-18T07:14:00.049750
73827,65193,2024-07-16T14:10:34.291349,2024-07-22T21:39:37.529442
73827,79805,2024-07-16T14:10:34.291349,2024-07-22T21:39:37.529442
73827,97773,2024-07-16T14:10:34.291349,2024-07-22T21:39:37.529442
73827,13734,2024-07-16T14:10:34.291349,2024-07-22T21:39:37.529442
73827,16799,2024-07-16T14:10:34.291349,2024-07-22T21:39:37.529442
85687,96151,2025-08-09T06:23:12.777098,2025-08-09T08:53:44.306670
85687,16802,2025-08-09T06:23:12.777098,2025-08-09T08:53:44.306670
85687,34238,2025-08-09T06:23:12.777098,2025-08-09T08:53:44.306670
85687,4854,2025-08-09T06:23:12.777098,2025-08-09T08:53:44.306670
85687,71471,2025-08-09T06:23:12.777098,2025-08-09T08:53:44.306670
44977,94968,2023-09-28T01:39:32.423597,2024-10-13T17:27:05.702143
44977,49765,2023-09-28T01:39:32.423597,2024-10-13T17:27:05.702143
44977,15496,2023-09-28T01:39:32.423597,2024-10-13T17:27:05.702143
44977,16802,2023-09-28T01:39:32.423597,2024-10-13T17:27:05.702143
44977,7583,2023-09-28T01:39:32.423597,2024-10-13T17:27:05.702143
31630,59861,2025-01-15T00:16:04.024188,2025-02-18T23:10:01.056674
31630,61130,2025-01-15T00:16:04.024188,2025-02-18T23:10:01.056674
31630,88285,2025-01-15T00:16:04.024188,2025-02-18T23:10:01.056674
31630,57395,2025-01-15T00:16:04.024188,2025-02-18T23:10:01.056674
31630,55743,2025-01-15T00:16:04.024188,2025-02-18T23:10:01.056674
6438,10947,2025-03-16T23:19:43.847603,2025-07-28T21:32:27.276974
6438,33705,2025-03-16T23:19:43.847603,2025-07-28T21:32:27.276974
6438,52005,2025-03-16T23:19:43.847603,2025-07-28T21:32:27.276974
6438,43544,2025-03-16T23:19:43.847603,2025-07-28T21:32:27.276974
6438,1105,2025-03-16T23:19:43.847603,2025-07-28T21:32:27.276974
57688,68060,2025-07-22T07:54:58.521106,2025-08-03T10:19:28.203372
57688,96838,2025-07-22T07:54:58.521106,2025-08-03T10:19:28.203372
57688,44565,2025-07-22T07:54:58.521106,2025-08-03T10:19:28.203372
57688,77683,2025-07-22T07:54:58.521106,2025-08-03T10:19:28.203372
57688,998,2025-07-22T07:54:58.521106,2025-08-03T10:19:28.203372
27994,52330,2024-06-18T09:15:22.874843,2025-05-04T02:41:50.592375
27994,55194,2024-06-18T09:15:22.874843,2025-05-04T02:41:50.592375
27994,84167,2024-06-18T09:15:22.874843,2025-05-04T02:41:50.592375
27994,96052,2024-06-18T09:15:22.874843,2025-05-04T02:41:50.592375
27994,83288,2024-06-18T09:15:22.874843,2025-05-04T02:41:50.592375
45102,53035,2025-07-09T14:27:07.332232,2025-08-07T21:07:06.400219
45102,68416,2025-07-09T14:27:07.332232,2025-08-07T21:07:06.400219
45102,97957,2025-07-09T14:27:07.332232,2025-08-07T21:07:06.400219
45102,74832,2025-07-09T14:27:07.332232,2025-08-07T21:07:06.400219
45102,84934,2025-07-09T14:27:07.332232,2025-08-07T21:07:06.400219
9123,53929,2025-04-17T04:39:13.240888,2025-06-18T05:07:49.837403
9123,74187,2025-04-17T04:39:13.240888,2025-06-18T05:07:49.837403
9123,52005,2025-04-17T04:39:13.240888,2025-06-18T05:07:49.837403
9123,34669,2025-04-17T04:39:13.240888,2025-06-18T05:07:49.837403
9123,70934,2025-04-17T04:39:13.240888,2025-06-18T05:07:49.837403
78054,11441,2023-09-24T14:37:43.395929,2024-09-08T19:12:52.328476
78054,10126,2023-09-24T14:37:43.395929,2024-09-08T19:12:52.328476
78054,31115,2023-09-24T14:37:43.395929,2024-09-08T19:12:52.328476
78054,11996,2023-09-24T14:37:43.395929,2024-09-08T19:12:52.328476
78054,2832,2023-09-24T14:37:43.395929,2024-09-08T19:12:52.328476
67322,27873,2024-08-20T19:57:00.691715,2025-02-16T16:57:19.938168
67322,85224,2024-08-20T19:57:00.691715,2025-02-16T16:57:19.938168
67322,33867,2024-08-20T19:57:00.691715,2025-02-16T16:57:19.938168
67322,12226,2024-08-20T19:57:00.691715,2025-02-16T16:57:19.938168
67322,45216,2024-08-20T19:57:00.691715,2025-02-16T16:57:19.938168
50728,61555,2024-06-19T13:07:45.334324,2024-09-10T23:40:52.316852
50728,65019,2024-06-19T13:07:45.334324,2024-09-10T23:40:52.316852
50728,50053,2024-06-19T13:07:45.334324,2024-09-10T23:40:52.316852
50728,43699,2024-06-19T13:07:45.334324,2024-09-10T23:40:52.316852
50728,5919,2024-06-19T13:07:45.334324,2024-09-10T23:40:52.316852
11065,94290,2024-11-17T02:32:11.112853,2025-01-08T17:39:37.356056
11065,78020,2024-11-17T02:32:11.112853,2025-01-08T17:39:37.356056
11065,33810,2024-11-17T02:32:11.112853,2025-01-08T17:39:37.356056
11065,91068,2024-11-17T02:32:11.112853,2025-01-08T17:39:37.356056
11065,55660,2024-11-17T02:32:11.112853,2025-01-08T17:39:37.356056
38900,25782,2025-08-01T18:54:04.730457,2025-08-09T07:47:11.431515
38900,97554,2025-08-01T18:54:04.730457,2025-08-09T07:47:11.431515
38900,95437,2025-08-01T18:54:04.730457,2025-08-09T07:47:11.431515
38900,60729,2025-08-01T18:54:04.730457,2025-08-09T07:47:11.431515
38900,22113,2025-08-01T18:54:04.730457,2025-08-09T07:47:11.431515
92779,43276,2024-07-13T11:18:41.202137,2025-07-22T11:47:16.211261
92779,29095,2024-07-13T11:18:41.202137,2025-07-22T11:47:16.211261
92779,93020,2024-07-13T11:18:41.202137,2025-07-22T11:47:16.211261
92779,44241,2024-07-13T11:18:41.202137,2025-07-22T11:47:16.211261
92779,9451,2024-07-13T11:18:41.202137,2025-07-22T11:47:16.211261
64117,81836,2024-10-31T23:06:03.239010,2025-05-12T22:26:53.647567
64117,66441,2024-10-31T23:06:03.239010,2025-05-12T22:26:53.647567
64117,50921,2024-10-31T23:06:03.239010,2025-05-12T22:26:53.647567
64117,52780,2024-10-31T23:06:03.239010,2025-05-12T22:26:53.647567
64117,50977,2024-10-31T23:06:03.239010,2025-05-12T22:26:53.647567
33312,58049,2023-10-21T00:24:11.716094,2025-05-10T05:06:21.829911
33312,90304,2023-10-21T00:24:11.716094,2025-05-10T05:06:21.829911
33312,53122,2023-10-21T00:24:11.716094,2025-05-10T05:06:21.829911
33312,48991,2023-10-21T00:24:11.716094,2025-05-10T05:06:21.829911
33312,19891,2023-10-21T00:24:11.716094,2025-05-10T05:06:21.829911
16125,58471,2024-12-23T13:06:57.034313,2025-03-11T08:06:48.338372
16125,53387,2024-12-23T13:06:57.034313,2025-03-11T08:06:48.338372
16125,63441,2024-12-23T13:06:57.034313,2025-03-11T08:06:48.338372
16125,52330,2024-12-23T13:06:57.034313,2025-03-11T08:06:48.338372
16125,87016,2024-12-23T13:06:57.034313,2025-03-11T08:06:48.338372
28087,21324,2025-08-06T21:14:41.025120,2025-08-20T13:58:53.830495
28087,19417,2025-08-06T21:14:41.025120,2025-08-20T13:58:53.830495
28087,11982,2025-08-06T21:14:41.025120,2025-08-20T13:58:53.830495
28087,27482,2025-08-06T21:14:41.025120,2025-08-20T13:58:53.830495
28087,11994,2025-08-06T21:14:41.025120,2025-08-20T13:58:53.830495
72008,79987,2024-05-07T00:29:41.393939,2025-04-28T14:07:15.367105
72008,13055,2024-05-07T00:29:41.393939,2025-04-28T14:07:15.367105
72008,97554,2024-05-07T00:29:41.393939,2025-04-28T14:07:15.367105
72008,91817,2024-05-07T00:29:41.393939,2025-04-28T14:07:15.367105
72008,77497,2024-05-07T00:29:41.393939,2025-04-28T14:07:15.367105
35818,47478,2024-11-04T07:14:38.101506,2025-03-07T00:29:11.955972
35818,59873,2024-11-04T07:14:38.101506,2025-03-07T00:29:11.955972
35818,51289,2024-11-04T07:14:38.101506,2025-03-07T00:29:11.955972
35818,87381,2024-11-04T07:14:38.101506,2025-03-07T00:29:11.955972
35818,58049,2024-11-04T07:14:38.101506,2025-03-07T00:29:11.955972
59672,48202,2024-03-05T12:42:56.574988,2025-08-19T20:49:51.911937
59672,53800,2024-03-05T12:42:56.574988,2025-08-19T20:49:51.911937
59672,22108,2024-03-05T12:42:56.574988,2025-08-19T20:49:51.911937
59672,93893,2024-03-05T12:42:56.574988,2025-08-19T20:49:51.911937
59672,91817,2024-03-05T12:42:56.574988,2025-08-19T20:49:51.911937
9064,67217,2024-04-28T15:48:56.862398,2025-08-07T22:28:04.838656
9064,20429,2024-04-28T15:48:56.862398,2025-08-07T22:28:04.838656
9064,75361,2024-04-28T15:48:56.862398,2025-08-07T22:28:04.838656
9064,52412,2024-04-28T15:48:56.862398,2025-08-07T22:28:04.838656
9064,51296,2024-04-28T15:48:56.862398,2025-08-07T22:28:04.838656
95414,9451,2025-05-16T08:06:40.730344,2025-06-15T06:20:59.226951
95414,14737,2025-05-16T08:06:40.730344,2025-06-15T06:20:59.226951
95414,72351,2025-05-16T08:06:40.730344,2025-06-15T06:20:59.226951
95414,52334,2025-05-16T08:06:40.730344,2025-06-15T06:20:59.226951
95414,85471,2025-05-16T08:06:40.730344,2025-06-15T06:20:59.226951
6476,2728,2023-11-14T09:01:02.671816,2023-12-03T22:42:18.032975
6476,16802,2023-11-14T09:01:02.671816,2023-12-03T22:42:18.032975
6476,12522,2023-11-14T09:01:02.671816,2023-12-03T22:42:18.032975
6476,85471,2023-11-14T09:01:02.671816,2023-12-03T22:42:18.032975
6476,32594,2023-11-14T09:01:02.671816,2023-12-03T22:42:18.032975
1873,78307,2023-09-24T19:54:09.529719,2024-07-18T02:41:20.258006
1873,66920,2023-09-24T19:54:09.529719,2024-07-18T02:41:20.258006
1873,92609,2023-09-24T19:54:09.529719,2024-07-18T02:41:20.258006
1873,64163,2023-09-24T19:54:09.529719,2024-07-18T02:41:20.258006
1873,60146,2023-09-24T19:54:09.529719,2024-07-18T02:41:20.258006
37313,81410,2024-05-16T11:08:15.819252,2024-08-26T08:16:49.965578
37313,32122,2024-05-16T11:08:15.819252,2024-08-26T08:16:49.965578
37313,24979,2024-05-16T11:08:15.819252,2024-08-26T08:16:49.965578
37313,91138,2024-05-16T11:08:15.819252,2024-08-26T08:16:49.965578
37313,29204,2024-05-16T11:08:15.819252,2024-08-26T08:16:49.965578
65609,14147,2024-03-02T06:47:54.666038,2025-02-18T04:32:16.963397
65609,50053,2024-03-02T06:47:54.666038,2025-02-18T04:32:16.963397
65609,81486,2024-03-02T06:47:54.666038,2025-02-18T04:32:16.963397
65609,13148,2024-03-02T06:47:54.666038,2025-02-18T04:32:16.963397
65609,39083,2024-03-02T06:47:54.666038,2025-02-18T04:32:16.963397
66266,9644,2024-11-15T11:37:05.258773,2025-02-08T03:37:52.439249
66266,41966,2024-11-15T11:37:05.258773,2025-02-08T03:37:52.439249
66266,21142,2024-11-15T11:37:05.258773,2025-02-08T03:37:52.439249
66266,18977,2024-11-15T11:37:05.258773,2025-02-08T03:37:52.439249
66266,19030,2024-11-15T11:37:05.258773,2025-02-08T03:37:52.439249
24475,90885,2023-12-31T18:57:27.579349,2024-01-07T21:01:48.579899
24475,39927,2023-12-31T18:57:27.579349,2024-01-07T21:01:48.579899
24475,50541,2023-12-31T18:57:27.579349,2024-01-07T21:01:48.579899
24475,70660,2023-12-31T18:57:27.579349,2024-01-07T21:01:48.579899
24475,22113,2023-12-31T18:57:27.579349,2024-01-07T21:01:48.579899
74341,87536,2023-09-01T01:44:00.961895,2024-04-10T12:37:08.250173
74341,14074,2023-09-01T01:44:00.961895,2024-04-10T12:37:08.250173
74341,32729,2023-09-01T01:44:00.961895,2024-04-10T12:37:08.250173
74341,28983,2023-09-01T01:44:00.961895,2024-04-10T12:37:08.250173
74341,83598,2023-09-01T01:44:00.961895,2024-04-10T12:37:08.250173
15535,23305,2024-12-21T06:11:33.823632,2025-06-09T09:53:19.588252
15535,86182,2024-12-21T06:11:33.823632,2025-06-09T09:53:19.588252
15535,77615,2024-12-21T06:11:33.823632,2025-06-09T09:53:19.588252
15535,46399,2024-12-21T06:11:33.823632,2025-06-09T09:53:19.588252
15535,19833,2024-12-21T06:11:33.823632,2025-06-09T09:53:19.588252
14015,44736,2024-10-04T11:43:40.112977,2025-07-09T13:15:01.763906
14015,90793,2024-10-04T11:43:40.112977,2025-07-09T13:15:01.763906
14015,24448,2024-10-04T11:43:40.112977,2025-07-09T13:15:01.763906
14015,39064,2024-10-04T11:43:40.112977,2025-07-09T13:15:01.763906
14015,34726,2024-10-04T11:43:40.112977,2025-07-09T13:15:01.763906
3367,76751,2024-08-09T23:30:44.014349,2024-10-25T18:38:26.845044
3367,8517,2024-08-09T23:30:44.014349,2024-10-25T18:38:26.845044
3367,62662,2024-08-09T23:30:44.014349,2024-10-25T18:38:26.845044
3367,25275,2024-08-09T23:30:44.014349,2024-10-25T18:38:26.845044
3367,42565,2024-08-09T23:30:44.014349,2024-10-25T18:38:26.845044
15673,89965,2024-06-23T10:49:33.061726,2025-05-21T19:08:41.621727
15673,78727,2024-06-23T10:49:33.061726,2025-05-21T19:08:41.621727
15673,3569,2024-06-23T10:49:33.061726,2025-05-21T19:08:41.621727
15673,65433,2024-06-23T10:49:33.061726,2025-05-21T19:08:41.621727
15673,51289,2024-06-23T10:49:33.061726,2025-05-21T19:08:41.621727
14458,98658,2025-06-27T19:53:49.296605,2025-07-09T17:58:17.580220
14458,36947,2025-06-27T19:53:49.296605,2025-07-09T17:58:17.580220
14458,20771,2025-06-27T19:53:49.296605,2025-07-09T17:58:17.580220
14458,80976,2025-06-27T19:53:49.296605,2025-07-09T17:58:17.580220
14458,48759,2025-06-27T19:53:49.296605,2025-07-09T17:58:17.580220
5928,23618,2024-03-29T12:19:48.366893,2025-05-25T07:06:22.934739
5928,48991,2024-03-29T12:19:48.366893,2025-05-25T07:06:22.934739
5928,8592,2024-03-29T12:19:48.366893,2025-05-25T07:06:22.934739
5928,63882,2024-03-29T12:19:48.366893,2025-05-25T07:06:22.934739
5928,2832,2024-03-29T12:19:48.366893,2025-05-25T07:06:22.934739
1829,63882,2025-06-08T04:22:10.030420,2025-07-18T23:47:03.316089
1829,71400,2025-06-08T04:22:10.030420,2025-07-18T23:47:03.316089
1829,72351,2025-06-08T04:22:10.030420,2025-07-18T23:47:03.316089
1829,31178,2025-06-08T04:22:10.030420,2025-07-18T23:47:03.316089
1829,56359,2025-06-08T04:22:10.030420,2025-07-18T23:47:03.316089
99231,89956,2025-05-05T23:57:00.999036,2025-05-26T13:58:34.200716
99231,58427,2025-05-05T23:57:00.999036,2025-05-26T13:58:34.200716
99231,32105,2025-05-05T23:57:00.999036,2025-05-26T13:58:34.200716
99231,75361,2025-05-05T23:57:00.999036,2025-05-26T13:58:34.200716
99231,2619,2025-05-05T23:57:00.999036,2025-05-26T13:58:34.200716
24689,59285,2023-12-14T20:42:28.686488,2024-09-12T05:31:44.152380
24689,70972,2023-12-14T20:42:28.686488,2024-09-12T05:31:44.152380
24689,51485,2023-12-14T20:42:28.686488,2024-09-12T05:31:44.152380
24689,19891,2023-12-14T20:42:28.686488,2024-09-12T05:31:44.152380
24689,87445,2023-12-14T20:42:28.686488,2024-09-12T05:31:44.152380
82351,36894,2024-11-30T03:29:02.570205,2024-12-01T17:11:53.685754
82351,59861,2024-11-30T03:29:02.570205,2024-12-01T17:11:53.685754
82351,51546,2024-11-30T03:29:02.570205,2024-12-01T17:11:53.685754
82351,84583,2024-11-30T03:29:02.570205,2024-12-01T17:11:53.685754
82351,47129,2024-11-30T03:29:02.570205,2024-12-01T17:11:53.685754
26230,86436,2025-07-24T19:34:39.956872,2025-08-16T13:52:37.922223
26230,21142,2025-07-24T19:34:39.956872,2025-08-16T13:52:37.922223
