track_id,name,artist,songwriters,duration,genres,album,created_at,updated_at
27908,a,Christy Harris,Rachel Boyer,2621,light,lay,2024-07-09T03:53:37.788901,2024-10-14T15:20:53.655040
96674,food,Brian Parker,Matthew Hudson,692,subject,public,2023-08-02T01:33:33.805915,2024-08-01T12:38:29.704931
33005,top,Cameron Bowman,Emily Erickson,64,arm,participant,2023-06-30T06:07:23.892294,2024-11-13T22:17:20.211411
21874,laugh,Tony Harper,Christopher Cohen,1037,clear,anything,2024-09-03T09:09:05.067210,2024-06-17T13:36:29.894145
88385,media,Melissa Fernandez,Timothy Pennington,486,until,human,2023-03-08T21:52:39.450221,2024-02-03T08:33:27.304677
10992,collection,Kristy George,Heather Garrison,1893,read,oil,2024-03-28T01:45:45.796264,2024-12-03T11:38:44.883187
38859,within,Elizabeth Hernandez,Benjamin Mcgrath,2895,agency,theory,2024-03-17T08:12:33.013439,2024-12-29T07:05:41.866575
99821,seven,Troy Miller,Tammy Phelps,2957,just,personal,2024-09-08T09:16:15.856070,2024-04-02T03:40:08.939918
65168,green,April Young,Kristi Love,2116,place,right,2024-04-29T22:33:09.572630,2024-04-21T11:39:32.226335
87445,cell,Jordan Ward,Crystal Alexander,1874,possible,relate,2023-06-13T04:30:15.151157,2025-01-26T07:04:24.948143
21810,certain,Nicholas Tran,Michael Jones,916,want,interesting,2023-08-25T14:41:42.290025,2024-07-04T10:42:42.570115
4474,company,Joanna Adams,Charles Scott,1034,indicate,cultural,2023-06-08T20:17:49.330645,2024-08-06T17:35:58.618235
86170,however,Janice Waters,Ariana Rice,3416,air,the,2024-05-09T19:19:25.019710,2024-09-05T14:43:48.765297
52553,buy,James Herring,Jessica Murray,3000,past,really,2023-07-30T14:07:53.428298,2024-08-11T06:16:15.336743
51791,find,Wanda Quinn,Paul Brooks,483,hour,phone,2024-11-27T14:57:17.751430,2024-10-09T02:43:39.310179
79877,past,William Johnson,Willie Fletcher,2225,begin,enjoy,2025-01-19T12:52:02.741341,2024-09-27T16:26:54.681191
56256,teach,Kevin Moon,Sean Young,2700,claim,southern,2024-02-25T23:06:59.738013,2024-05-26T23:07:40.469550
21794,better,Wesley Perez,Michelle Shelton,210,pressure,determine,2024-03-21T06:24:35.092468,2024-06-23T17:35:45.763233
48803,turn,Clinton Ballard,Susan Williams,3241,bed,difference,2024-01-16T22:12:15.815663,2025-01-13T08:23:10.075521
35672,analysis,Lisa Gamble,Amanda Smith,635,American,herself,2023-03-24T12:12:59.845577,2024-05-16T19:16:35.265111
70354,time,Anthony Blevins,Christopher Garcia,2508,by,shoulder,2023-05-03T03:00:34.883094,2024-08-20T08:33:23.045979
77656,risk,Brittany Franco,Matthew Glass,1894,development,include,2023-04-17T19:18:00.747486,2024-04-12T00:14:46.801872
19077,father,Jessica Garcia,Dustin Perez,2554,ten,participant,2024-11-09T00:01:30.908155,2024-03-26T01:39:44.245796
7550,trial,Dennis Velasquez,Curtis Mckinney,1335,by,need,2023-08-02T20:52:15.240565,2024-07-18T01:44:43.332375
58150,majority,Melissa Hernandez,Miranda Newman,1058,street,specific,2023-05-08T04:31:44.666761,2024-09-23T17:05:56.303386
17319,line,Steven Nguyen,Ashley Little,1280,budget,Mrs,2024-10-23T02:59:49.269902,2024-11-27T20:54:45.154482
76586,fact,Christine Parker,Kaitlin Chan,1585,federal,anything,2023-02-12T21:04:25.976297,2024-12-03T22:01:58.675487
11399,mention,Andre Costa,David Young,2119,management,play,2023-11-16T13:02:15.910486,2024-06-13T06:47:28.278092
86466,skill,Jessica Welch,Alexander Peterson,937,something,service,2023-04-03T10:30:32.797305,2024-12-26T14:10:38.411981
34350,close,Ashley Floyd,Jenna Evans,92,Republican,building,2024-07-21T06:31:07.869233,2024-12-17T01:38:10.698234
68783,find,Taylor Chavez,Natasha Williams,1224,cold,human,2023-08-13T00:45:45.035092,2024-04-29T00:01:52.643147
22168,stay,Melissa Wilkinson,Daniel Crawford DDS,1776,full,administration,2023-08-29T16:30:43.322145,2024-11-23T12:46:33.939835
65221,campaign,Shawn Riley,Nicole Gates,560,space,several,2024-09-10T23:44:54.456068,2025-01-01T18:49:27.744848
67946,establish,Heather Myers,Janet Ballard,1833,upon,stage,2024-11-08T11:40:36.396005,2024-06-13T09:48:59.622181
50314,look,Anne Ingram,Anne Gray,2938,window,by,2024-08-06T22:47:56.112844,2024-08-12T21:19:08.572742
51161,light,Brandon Peters,Tina Prince,1353,serious,bed,2024-01-02T13:28:17.279807,2024-03-03T08:30:34.083022
64195,sound,Jacob Lawson,Carol Dixon,3146,practice,understand,2023-09-03T19:13:43.211834,2024-04-09T23:46:05.117558
57077,within,Erika Strickland,Kristy Peters,2131,two,drop,2023-07-08T05:04:33.331546,2024-04-08T22:29:00.058942
75343,strategy,Hailey Hart,Scott Bailey,2411,shake,pattern,2023-06-19T09:00:41.780810,2024-12-12T15:18:32.438828
60929,administration,Mrs. Teresa Beasley,Maria Francis,989,modern,care,2023-02-18T12:55:01.110359,2024-12-28T17:04:41.548335
62500,against,Vanessa Lawrence,Mary Mccall,2839,method,can,2023-06-24T01:08:39.517550,2024-04-19T05:47:36.826752
37170,these,Crystal Cook,Kathy Wells,2204,call,fill,2024-05-01T13:41:13.187799,2024-05-11T08:10:57.071184
4595,right,Melissa Peterson,Michael Garner,734,live,pay,2023-03-30T01:12:46.871404,2024-09-23T23:09:52.588801
72251,what,Brittany Sandoval,William Murray,3197,system,good,2023-05-10T11:36:25.045616,2024-09-21T17:58:49.827497
90093,professional,Cynthia Dunn,Candice Jordan,1857,property,drop,2023-06-12T15:04:39.390028,2024-04-19T09:51:46.539643
73976,look,Karen Velasquez,Jacqueline Martinez,1321,reason,raise,2024-03-21T16:50:55.901555,2024-08-03T21:23:05.798387
38094,bag,Patricia Harper PhD,David Wright,187,any,science,2023-08-18T18:27:29.745694,2024-02-26T19:37:01.055729
71608,be,Carl Morris,Steven Figueroa,1717,leave,free,2024-08-02T23:59:05.971920,2025-01-17T01:29:03.332003
88532,share,Travis Harrison,Edwin Bruce,268,appear,another,2024-08-21T08:08:18.124655,2024-04-26T11:09:09.813393
53059,piece,Amanda Foster,Joshua Lara,2089,describe,carry,2023-07-30T20:39:55.309905,2024-10-09T19:40:05.762717
1977,evening,David Smith,Allison Morrison,2866,impact,mouth,2023-07-24T17:06:44.456199,2024-04-17T13:10:01.213211
92633,then,Christopher Williams,Robert Alvarez,2763,hot,school,2025-01-23T19:55:17.889930,2024-04-21T20:43:17.593056
80161,with,Jessica Moore,Micheal Harris,1870,purpose,truth,2023-12-05T23:04:42.446759,2024-08-30T09:12:12.644624
21987,fly,Tony Leblanc,Gerald Phillips,532,prevent,pass,2024-08-11T02:38:46.982069,2024-10-13T20:35:04.735567
35378,tree,Kaitlyn Smith,James Walker,996,training,hair,2024-07-21T11:21:44.454834,2024-02-19T19:04:20.920410
47343,speech,Nicole Hicks,Samuel Webster,1701,hour,way,2024-11-26T02:11:25.360316,2024-06-20T23:05:34.741370
20511,half,Christina Walsh,Molly Williams,1402,book,future,2023-11-22T01:51:57.325536,2024-02-12T06:11:20.581396
55915,month,Jacob Sparks,Traci Short,1063,from,I,2023-08-24T01:02:34.168252,2025-01-01T21:28:34.691203
36949,part,Ricky Gonzales,Robert Gilbert,378,program,now,2023-08-29T15:06:50.717353,2024-03-11T02:45:00.684290
39781,side,Robert Barrett,Jesus Johnson,3091,community,drop,2023-06-03T04:16:01.569104,2024-09-28T21:26:13.784075
53186,exactly,Michelle Cole,Peter Chavez MD,2344,tree,kind,2023-09-06T22:23:07.544265,2024-11-03T14:12:30.691207
23979,edge,Miguel Simmons,Jared Smith,2195,no,threat,2023-06-28T09:18:30.882784,2024-07-03T11:20:45.286966
93495,lose,Michael Austin,Kyle Jordan,1294,nice,state,2024-05-17T14:09:58.005387,2024-05-30T21:32:54.497730
21062,forward,Gabriel Warren,Daryl Gordon,1091,my,build,2023-10-11T22:18:53.249990,2024-06-07T23:56:00.450133
93425,American,Tyler Butler,Alexandria Thompson,1387,place,couple,2023-04-14T06:28:17.946766,2024-04-14T12:25:00.458211
3336,reach,Gary Clark,Amy Williams,1885,natural,course,2023-07-15T10:46:01.460288,2025-01-17T19:48:30.631258
70500,relate,Zachary Lawrence,Shelia Harris,728,whether,financial,2023-11-07T14:55:03.231267,2025-01-02T21:20:23.728692
82244,health,Tina Wells,Sarah Martinez,1248,story,company,2024-01-28T02:13:33.312336,2024-10-24T21:31:11.157111
6135,family,Monica Brown,Natalie Moore,2270,wait,change,2023-07-27T16:24:56.076293,2024-07-02T10:55:25.054033
90747,decade,William Martinez,Rachel Walton,2776,southern,price,2023-06-26T17:21:46.171601,2024-08-16T21:59:28.868829
45454,imagine,Alexis Nunez,Bryan Chavez,1509,stop,both,2024-09-12T10:52:33.799076,2024-12-17T13:54:09.754809
57487,music,Wayne Love,Regina Aguilar,2896,sure,example,2023-10-08T15:10:38.196536,2024-08-31T06:49:41.278238
40857,even,Summer Jacobson,Caroline Hicks,989,story,behind,2024-02-18T01:15:47.811076,2024-05-17T03:05:14.314733
87079,impact,Andrea Mack,David Hernandez,1149,ground,five,2023-03-31T00:00:53.627758,2024-11-23T02:21:16.432284
25266,think,Beverly Ford,Christopher Ramirez,442,start,sing,2023-04-09T12:55:16.690652,2024-09-04T12:25:56.363853
49370,medical,Alyssa Taylor,Johnny Kaufman,64,agent,film,2023-07-09T00:24:15.523769,2025-01-08T09:15:44.441904
39885,tend,Nicholas Khan,Craig Harper,3592,strategy,remember,2024-02-22T12:15:29.650931,2024-05-30T20:59:24.100411
93920,all,Caitlyn Moon,Amanda Green,1148,business,company,2024-05-04T21:43:41.896006,2024-08-12T20:04:04.716575
95984,group,Stephanie Reid,Aaron Moore,803,agreement,street,2024-11-25T23:07:07.086050,2024-03-06T16:28:42.947697
88977,property,Amanda Perez,Lisa Case,3024,magazine,important,2024-02-10T02:27:35.021869,2025-01-05T01:40:58.888528
61537,physical,Christopher Brooks,Jonathan Fisher,1305,material,activity,2023-12-12T19:34:57.268301,2024-06-11T23:05:30.155860
35426,role,Jody Hull,Tracey Villanueva,2636,laugh,guy,2024-10-14T11:37:05.388274,2024-08-26T17:51:29.669786
41489,they,Ashley Bell,Steven Conley,182,worry,heavy,2024-04-13T17:02:59.567515,2024-10-16T07:43:04.457414
96796,force,Tracy Green,Jennifer Young,2989,gun,market,2024-06-30T23:00:18.664514,2024-12-28T12:39:27.637655
59640,key,Jessica Gardner,Angel Wheeler,2796,politics,mother,2023-10-01T07:57:12.920571,2024-11-28T17:19:45.025077
82344,spring,Spencer Jordan,Elizabeth Frank,2044,room,west,2024-12-31T01:18:40.037881,2024-08-26T02:36:33.790364
66868,message,Nicholas Cooper,Jeffrey Brooks,1373,majority,work,2023-08-02T00:05:49.871580,2024-12-13T06:15:19.351125
55890,type,Kimberly Jackson,Diana Osborn,2277,down,day,2023-07-06T02:04:03.281544,2024-05-10T03:53:09.913810
95756,sea,Sharon Duran,Nathaniel Scott,824,notice,everybody,2024-12-10T02:44:30.298419,2024-12-29T20:05:32.625928
96333,current,Evan Kramer,Aaron Collins,3342,wonder,think,2023-10-29T03:16:00.095036,2024-07-29T17:12:21.945910
85176,evidence,Angela Wheeler,Wayne Montoya,1195,sign,ground,2023-05-07T16:09:37.174732,2024-07-09T17:26:03.611710
38252,similar,Jeffrey Parker,Kyle Aguirre,945,style,though,2023-05-23T14:42:36.990151,2024-07-16T17:19:23.805260
77819,pay,Sherri Bates,Gina Willis,985,cut,character,2024-11-09T15:52:37.853722,2024-02-03T02:50:42.108212
44512,miss,William Edwards,Megan Dawson,2025,social,spend,2024-11-21T09:31:45.156542,2024-02-18T13:46:26.156339
45175,bed,Lindsey Whitaker,Caitlin Anderson,1718,relate,front,2024-06-16T19:46:12.481124,2024-03-04T02:29:22.509245
58274,agency,Scott Curry,Mrs. Brittany Williams,214,court,involve,2024-11-27T18:20:44.360220,2024-05-18T13:22:42.027581
43008,produce,Michael Schneider,Jennifer Hatfield,1936,education,must,2024-05-29T23:42:01.356214,2024-10-22T06:06:47.643621
4890,various,Jimmy Williams,Emily Garcia,1015,consumer,ten,2023-10-28T11:24:48.672561,2024-02-14T14:28:13.925708
88311,enjoy,Emily Mclean,Holly Chapman,1070,machine,computer,2023-12-14T04:06:43.578813,2024-04-03T14:24:10.713275
77829,someone,Robert Stokes,Brian Barker,517,return,discuss,2023-01-29T21:20:38.769908,2024-12-19T19:50:34.376601
91807,go,Christina Hanna,Devin Vasquez,1132,will,machine,2024-11-23T02:10:33.963794,2024-10-19T09:55:28.522488
9857,TV,Maria Perry,Erica Patel,3315,power,bill,2024-05-27T03:59:02.761270,2024-06-23T06:49:38.804750
88748,increase,Anna Webb,Shirley West,3376,green,beat,2023-07-06T04:39:34.589085,2024-02-10T04:08:30.689645
73327,who,Ashley Mendez,Brandon Bennett,2897,baby,hair,2024-03-20T20:11:53.666007,2024-08-29T04:51:04.367097
11057,station,Andrea Phillips MD,Jamie Stein,2887,opportunity,while,2023-03-09T22:38:18.052433,2024-02-09T19:24:23.326226
5732,all,Edward Ho,Jamie Rodriguez,1631,heavy,stuff,2023-09-14T04:37:18.973462,2024-11-30T23:43:39.325832
78084,spend,Danielle Patterson,Stephanie Martin,3371,life,respond,2024-02-18T08:30:44.850809,2024-11-03T02:08:49.670894
90354,technology,Ms. Lisa Roberson DDS,Keith Weber,1479,born,knowledge,2025-01-12T14:57:41.592627,2025-01-21T23:55:37.931466
82098,people,Luis Shaw,Corey Garrison,1016,PM,none,2023-11-22T19:18:22.181187,2024-09-11T04:46:04.141771
26261,might,Lisa Harris,Elaine Jones,2596,low,conference,2024-03-04T00:03:16.840448,2024-12-20T21:45:06.076799
67143,modern,Shannon James,Michael Mejia,3592,meeting,candidate,2024-09-07T03:33:59.664001,2024-04-03T07:13:44.720855
91671,myself,Carla Jackson,Michael Taylor,745,door,region,2023-09-09T22:09:14.254929,2024-08-09T18:29:42.245056
27006,simple,Brent Rubio,Michael Martin,54,voice,knowledge,2023-11-13T06:57:22.288582,2024-07-20T04:55:12.838374
42676,few,Jeremiah Salas,Wesley Cole,3473,instead,involve,2024-11-28T07:30:06.501767,2024-12-31T06:46:01.269507
31069,first,Bill Weber,Maria Morrison,2426,what,present,2024-09-08T19:59:09.200825,2024-04-19T10:50:48.577376
45262,method,Jason Gonzalez,Elizabeth Hood,736,south,push,2023-03-27T10:40:23.425839,2024-11-05T14:30:21.853031
69997,officer,Aaron Morris,Garrett Brown,2207,economic,instead,2023-12-23T04:38:30.965980,2024-07-10T01:20:50.833640
51375,study,Denise Watson,Claudia Moore,1149,would,relationship,2024-04-09T16:56:38.914792,2024-12-20T06:18:27.149543
56140,speech,Meagan Johnson,Tammy Macdonald,1281,small,success,2023-11-07T21:28:20.490847,2024-10-27T06:53:23.958430
3747,pressure,Timothy Hunter,Rose Mora,442,exactly,practice,2024-04-29T19:04:11.899403,2024-06-08T13:18:20.984055
70315,nothing,William Davis,Sarah Andrade,1645,else,tend,2024-10-16T14:42:15.199987,2024-02-28T17:58:48.421543
81165,series,Elizabeth Hensley,Joseph Baker,1843,make,change,2023-02-15T13:19:39.962943,2024-08-23T06:20:37.605901
83211,strategy,Patricia Powell,Shannon Espinoza,466,long,serve,2023-10-23T00:37:40.146681,2024-07-01T07:42:58.456378
91489,start,Janice Krause,Joseph Romero,2676,carry,former,2024-04-27T12:55:51.863840,2024-09-22T17:40:28.359282
83791,partner,Jessica Price,Sherry Whitney,1875,this,time,2024-11-08T12:32:47.243026,2024-07-27T17:34:44.618328
24481,process,Jeffrey Vargas,Kendra Jones,2259,support,smile,2024-06-02T11:59:07.886184,2024-03-30T04:26:55.214164
36291,what,Samantha Shields,Emily Brewer,1544,relationship,office,2023-05-11T13:44:32.210068,2024-09-22T09:56:17.843823
44181,note,Leslie Davis,Rebecca Rivers,2866,effect,evening,2024-08-09T18:05:10.632775,2024-12-28T15:11:23.813386
69324,business,Kaylee Thomas,Adrian Garrett,1256,woman,father,2023-02-12T07:37:36.089324,2024-08-08T04:12:46.691537
43242,relationship,Melissa Watts,Karen Williams,2538,personal,consumer,2023-06-03T21:56:25.664138,2024-12-31T05:49:49.714817
68118,organization,Timothy Wilson,Victor Shields,657,individual,responsibility,2023-07-08T19:13:48.426352,2024-05-12T14:07:33.495477
43126,environment,Adam Wallace,Tara Dunlap,1694,role,light,2024-09-16T01:56:57.179848,2024-11-27T01:40:54.975364
99213,surface,Kelly Shields,Roberta Tucker,744,site,politics,2023-11-12T14:50:28.975317,2024-08-18T14:10:40.114272
62715,each,David Smith,Lee Cook,975,off,why,2023-04-12T15:59:08.741989,2025-01-21T16:47:30.588881
35665,argue,Cheryl Wilson,Joseph Lewis,2428,central,part,2024-04-22T01:57:54.796766,2024-05-28T12:21:14.578786
28312,audience,Todd Barber,Paul Coleman,1272,concern,law,2023-12-10T22:39:23.967974,2024-04-28T23:31:31.924883
20423,control,David Rasmussen,Aaron Hatfield,71,than,use,2023-11-05T08:02:11.846332,2024-02-03T09:13:14.424655
59650,our,Jason Patel,Mr. Patrick Montgomery,3274,difficult,example,2023-09-18T18:46:59.438694,2025-01-07T15:23:58.774432
84194,respond,Tammy Jones,Gregory Sanchez,3144,should,dream,2024-08-23T18:25:49.199478,2024-09-21T04:49:28.682665
46201,condition,Julie Thomas,Larry Rodgers,3308,size,long,2023-05-16T05:49:08.084486,2024-05-24T00:31:48.934451
5267,practice,Dylan Blair,Cory Robinson,3455,anything,happen,2023-11-18T13:30:15.083240,2024-03-04T11:11:22.517342
51326,test,Raymond Green,Daniel Lloyd,3130,enjoy,defense,2023-12-01T07:28:41.178485,2024-05-24T00:51:33.664726
89418,forget,Kenneth Thomas,Bill Hammond,2658,civil,throughout,2025-01-07T20:31:56.567667,2024-02-16T08:43:19.565534
79044,window,Frederick Stephens,Tiffany Martin,386,although,with,2024-04-07T18:30:06.685854,2024-11-03T04:59:43.333413
35735,laugh,Mikayla Wright,Drew Alvarez,1535,wish,save,2023-07-06T13:34:16.078637,2024-08-27T23:02:30.387591
12120,new,Sharon Kelly,William Johnson,2734,option,choose,2024-01-13T03:42:45.273070,2024-02-10T23:15:41.010990
83742,visit,Deborah Rodriguez,Mary Cooper,1197,lose,theory,2023-03-30T05:26:11.286273,2024-03-10T16:09:18.972064
65915,grow,Kara Lawson,Jerry Smith,2579,idea,government,2024-07-18T05:00:07.557342,2024-07-07T02:06:01.964089
47295,time,Sara West,Pamela Morton,949,wind,certain,2023-10-15T11:37:04.808068,2024-09-06T06:03:36.985905
44971,determine,Elizabeth Robinson,Bryan Riley,1951,lead,article,2024-06-16T21:24:48.949630,2024-08-18T07:24:41.955515
90578,religious,Jason Wells,Walter Frye,628,move,short,2023-11-22T13:20:23.399512,2024-12-20T03:02:07.022794
88223,fish,Marissa Marshall,Aaron Jones,1412,another,bag,2024-02-22T18:14:03.471878,2024-07-02T15:20:27.328966
82433,century,Frank King,Patrick Wilson,72,change,join,2023-02-04T18:05:24.330242,2024-10-05T07:04:49.934070
90895,seat,Crystal Swanson,Allison Mills,3250,girl,seem,2024-04-23T18:01:01.659993,2024-09-14T17:18:27.256163
22660,plant,Brian Hensley,Ashley Mathis,2551,ball,Congress,2023-03-13T07:14:41.596989,2025-01-04T09:27:48.862922
72485,people,Lauren Hart,Mary Mcpherson,1420,eat,million,2024-09-16T20:34:08.807359,2025-01-23T15:12:44.036007
65693,mission,Erica Wilson,Jessica Whitney,1158,point,appear,2023-07-21T06:36:15.942067,2024-10-13T12:35:09.038212
18036,director,Kathryn Rice,Susan Huffman,1557,beautiful,radio,2023-07-20T22:21:45.064378,2024-05-11T16:45:58.929226
42648,whatever,Thomas Li,Joseph Christian,3392,down,about,2024-03-31T20:25:17.271094,2025-01-01T23:15:07.972787
6609,pattern,Louis Chambers,Janet Armstrong,3384,science,hotel,2024-06-25T08:00:28.737216,2024-05-20T22:48:10.098703
15103,yeah,Kevin Wade,Donald Garcia,1457,management,pressure,2024-09-12T22:54:10.722546,2024-09-15T06:49:32.377500
71365,across,Cheryl Mack,Dennis Medina,688,water,sing,2023-12-02T23:06:29.336552,2024-05-23T20:47:09.748349
57652,certain,Katelyn Brooks,Gary Mills,2836,yes,them,2024-09-15T23:17:21.751920,2024-12-21T09:46:34.731889
38717,laugh,Michael Robinson,Nicole Bailey,1755,his,compare,2024-11-09T09:32:19.806059,2024-04-11T00:03:29.680526
89660,page,Brandi Dorsey,Travis Mora,3579,per,ground,2023-12-16T17:12:40.245060,2024-03-21T13:57:46.126006
34905,three,Jasmine Butler,Cindy Harding,3562,away,race,2024-10-07T18:06:51.852218,2024-10-06T09:50:54.203350
80874,view,Warren Gutierrez,Cameron Walter,3208,share,draw,2024-12-17T16:40:17.209834,2024-12-26T05:48:55.172786
99907,act,Anthony Chavez,Vincent Lopez Jr.,2945,author,about,2024-12-24T09:07:44.416649,2024-12-26T06:44:55.890441
5518,expect,Michelle Williams,Anthony Glover,1081,police,loss,2023-12-13T21:55:32.955413,2025-01-03T11:11:06.503511
90587,realize,Michael Bowen,John Cook,1178,position,hard,2024-10-02T08:49:34.277117,2024-12-20T07:10:35.737034
50508,ask,Robert Ford,Judy Knapp,653,establish,song,2024-03-22T11:29:57.640694,2024-05-29T13:25:14.270563
51206,magazine,Elizabeth Campbell,Aaron Craig,56,standard,level,2024-04-30T13:07:36.302761,2024-11-02T22:00:29.393426
63284,little,Elizabeth Williams,Donna Rogers,321,son,because,2024-10-30T20:48:43.530196,2024-11-25T14:26:15.766635
20800,including,Michael Willis,Darlene Short,2635,well,ago,2023-08-14T03:01:57.206145,2024-05-06T15:48:39.224345
47383,room,Sara Durham,Dawn Brown,382,nation,grow,2023-09-20T01:22:12.912102,2024-08-16T18:26:34.151339
47566,bad,Maria Ward,Chris Cunningham,3387,help,provide,2024-08-13T19:11:34.751075,2024-03-12T17:42:58.993660
98502,actually,Robert Moore,Jacob Schmidt,2712,amount,success,2024-03-13T23:39:57.935638,2024-07-15T14:30:02.308836
83384,environmental,Daniel Estes,Andrew Shannon,1042,cover,fund,2024-11-29T19:29:41.468136,2024-03-31T12:31:17.189023
55810,put,Jody Haney,Dr. Belinda Howe,821,lot,very,2023-04-03T12:13:39.155619,2025-01-11T14:47:53.356828
76440,accept,Rebecca Kim,Peter Golden,3212,bill,six,2023-07-19T23:21:01.026533,2024-12-24T12:50:54.909632
18845,federal,Christina Perez,Rhonda Macdonald,1524,tax,require,2024-11-13T00:45:46.954670,2024-09-05T07:52:30.999301
94155,believe,Calvin Lopez,Catherine Nelson,1735,like,enjoy,2024-10-12T23:11:10.478356,2024-04-27T01:30:02.941088
90323,story,Kaylee Bennett,Robert Carroll,1997,big,conference,2023-05-28T00:25:50.314333,2024-12-08T21:36:00.977853
82280,military,Megan Rodriguez,Jennifer Wilson,2483,floor,society,2024-09-21T16:50:17.391561,2025-01-21T18:11:27.768116
57763,think,Lisa Hoffman,Samantha Payne,3302,field,close,2023-10-26T14:22:58.708502,2024-07-09T15:25:25.688898
73623,campaign,Jeremy Chavez,Brian Reed,3477,memory,report,2023-02-02T23:57:27.074366,2024-04-17T17:04:43.260764
75355,month,Gina Brady,Tracy Watson,872,remain,effect,2023-05-16T16:08:44.876060,2024-11-30T05:23:49.287137
307,conference,Andrea White,Erin Morales,2156,clearly,wind,2023-12-06T02:08:57.481403,2024-06-25T19:13:39.231917
6517,woman,Debra Montes,Vanessa Jordan,698,again,four,2024-02-09T08:50:59.110741,2024-09-05T14:14:10.468446
77336,later,Lynn Cross,Henry Shea Jr.,1089,area,structure,2023-10-23T12:12:51.995735,2024-02-09T00:28:49.320775
87225,help,Keith Jones,Katherine Smith,1282,often,have,2024-01-26T08:47:10.958040,2024-02-10T04:10:31.756414
94189,hour,Erica Mercado,Dale Holmes,1657,another,government,2023-12-02T18:05:41.213107,2024-07-19T14:56:27.069104
98169,identify,Victoria Hall,Tammy Flores,3259,avoid,after,2024-10-21T02:07:33.728307,2024-04-28T13:28:35.834825
1534,right,Lisa Casey,Andrew Duke,3516,wait,success,2023-12-18T14:47:19.290003,2024-03-15T16:26:46.812911
63145,quality,Richard Whitehead,Debbie Faulkner,1235,bring,notice,2023-10-16T07:19:45.731932,2024-03-31T02:45:39.104909
64799,cut,Nathaniel Lane,Richard Shannon,2244,check,two,2024-12-27T17:40:19.498347,2024-02-03T21:11:59.004403
41,say,David Ellison DDS,Megan Harper,3419,green,professional,2023-06-07T14:40:01.274831,2024-04-01T03:13:52.726074
38408,make,Anthony Dunlap,Haley Hernandez,33,wide,them,2024-04-20T20:48:38.031582,2024-12-11T00:19:48.254754
96227,every,Andrea Sparks,Bradley Clark,1601,again,arrive,2024-10-17T06:00:10.865518,2024-12-25T13:32:06.537379
51948,another,Cynthia Chaney,Zachary Miller,2939,involve,list,2023-08-12T04:54:21.953429,2024-04-25T03:13:13.667393
14496,event,Michael Jacobs,Connie Branch,520,similar,police,2023-05-12T23:17:02.465549,2024-12-05T22:07:42.430135
84845,campaign,Todd Norris MD,Linda Delgado,2757,fire,director,2024-10-05T23:35:59.877953,2024-10-04T15:44:07.478833
76314,at,Amy Bates,Mr. Mario Moore MD,359,big,new,2024-12-24T11:03:04.390257,2024-09-05T23:50:10.655661
11234,factor,Cathy Thomas,Brittany Smith,1888,section,clear,2024-11-06T12:04:14.356991,2024-09-21T11:19:12.644998
7094,thousand,Teresa Collins,Raven Brown,3173,position,produce,2023-04-30T13:26:47.410169,2024-08-25T22:25:01.565125
5950,hair,Nicole Horne,Frances Armstrong,3357,continue,year,2024-12-10T11:06:07.273361,2024-11-04T21:41:58.909185
